sample_no,sample_group,group_label,call_order,egpack,xml,scene,message_tag_index,order_in_message,text_attr,id,speaker_id,speaker_jp,jp,prev_context_jp,next_context_jp,hit_terms,hit_term_categories,has_ruby_attr,xml_attrs,deepseek_model,deepseek_prompt_mode,deepseek_cn_raw,codex_cn_review,review_status,review_note,uncertain_for_user
23,opening_daily,?????,242,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,222,1,text,game_t00241,game_s00011,リリア,「…\w…\w第２６海兵戦術機甲群所属、\wリリア・シェルベリ少尉です。座ったまま失礼します」,239 ダリル: 「簡易バイタルチェックを掛けてるけど…\w…\w外傷もないみたいだし、\w帰還まで差し迫った問題はなさそうね」 || 240 ウィル: 「良かった…\w…\wもう大丈夫ですよ、\wえーと、\wリリア…\w…\w」 || 241 ???: さっき苗字までは聞き取れなかったんだよな。,243 ウィル: 「第３１８海兵戦術機隊、\w\nウィルバート・コリンズ少尉です」 || 244 ダリル: 「同じく、\wダリル・マクマナス中尉だ。今は二人とも海軍の第３母艦付きだけどね」 || 245 リリア: 「第３母艦…\w…\wジョン・Ｆ・ケネディ！　ああ、\w助かった…\w…\w！」,リリア・シェルベリ=>莉莉娅·谢尔贝里; リリア・シェル=>莉莉娅·谢尔; シェルベリ=>谢尔贝里; リリア=>莉莉娅; 少尉=>少尉,リリア・シェルベリ:katakana_person; リリア・シェル:katakana_person; シェルベリ:katakana_foreign_word; リリア:katakana_person; 少尉:kanji_person_or_rank_name,no,"__line__=""22160"" speaker=""$game_s00011"" text=""$game_t00241"" voice=""010_リリア_A_L0009""",deepseek-v4-pro,control-placeholders,…\w…\w隶属于第26海军陆战队战术机甲群，\w我是莉莉娅·谢尔贝里少尉。恕我坐着失礼了。,「…\w…\w隶属于第26海军陆战队战术机甲群，\w我是莉莉娅·谢尔贝里少尉。恕我坐着失礼了。」,auto_fixed,修正对白/旁白引号,
24,opening_daily,?????,243,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,223,1,text,game_t00242,game_s00001,ウィル,「第３１８海兵戦術機隊、\w\nウィルバート・コリンズ少尉です」,240 ウィル: 「良かった…\w…\wもう大丈夫ですよ、\wえーと、\wリリア…\w…\w」 || 241 ???: さっき苗字までは聞き取れなかったんだよな。 || 242 リリア: 「…\w…\w第２６海兵戦術機甲群所属、\wリリア・シェルベリ少尉です。座ったまま失礼します」,244 ダリル: 「同じく、\wダリル・マクマナス中尉だ。今は二人とも海軍の第３母艦付きだけどね」 || 245 リリア: 「第３母艦…\w…\wジョン・Ｆ・ケネディ！　ああ、\w助かった…\w…\w！」 || 246 ???: 助かった、\wか…\w…\w。,ウィルバート・コリンズ=>威尔伯特·柯林斯; 第３１８海兵戦術機隊=>第318海军陆战队战术机队; 海兵戦術機隊=>海军陆战队战术机队; 戦術機隊=>战术机队; コリンズ=>柯林斯; ウィル=>威尔; 少尉=>少尉,ウィルバート・コリンズ:katakana_person; 第３１８海兵戦術機隊:kanji_place_or_military_org; 海兵戦術機隊:kanji_place_or_military_org; 戦術機隊:kanji_place_or_military_org; コリンズ:katakana_foreign_word; ウィル:katakana_person; 少尉:kanji_person_or_rank_name,no,"__line__=""22250"" speaker=""$game_s00001"" text=""$game_t00242"" voice=""ウィル_A_Z0064""",deepseek-v4-pro,control-placeholders,第318海军陆战队战术机队，\w\n威尔伯特·柯林斯少尉。,「第318海军陆战队战术机队，\w\n威尔伯特·柯林斯少尉。」,auto_fixed,修正对白/旁白引号,
25,opening_daily,?????,244,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,224,1,text,game_t00243,game_s00005,ダリル,「同じく、\wダリル・マクマナス中尉だ。今は二人とも海軍の第３母艦付きだけどね」,241 ???: さっき苗字までは聞き取れなかったんだよな。 || 242 リリア: 「…\w…\w第２６海兵戦術機甲群所属、\wリリア・シェルベリ少尉です。座ったまま失礼します」 || 243 ウィル: 「第３１８海兵戦術機隊、\w\nウィルバート・コリンズ少尉です」,245 リリア: 「第３母艦…\w…\wジョン・Ｆ・ケネディ！　ああ、\w助かった…\w…\w！」 || 246 ???: 助かった、\wか…\w…\w。 || 247 ???: さすがは合衆国の正規母艦様、\w名前だけでこのリアクションだ。あれに拾われればそりゃ助かる…\w…\wと思うだろう。,ダリル・マクマナス=>达里尔·麦克马纳斯; マクマナス中尉=>麦克马纳斯中尉; マクマナス=>麦克马纳斯; ダリル=>达里尔; 中尉=>中尉; 海軍=>海军; 母艦=>母舰,ダリル・マクマナス:katakana_person; マクマナス中尉:speaker_table_name; マクマナス:katakana_person; ダリル:katakana_person; 中尉:kanji_person_or_rank_name; 海軍:kanji_place_or_military_org; 母艦:ruby_term,yes,"__line__=""22320"" ruby=""$game_t00243_ruby"" speaker=""$game_s00005"" text=""$game_t00243"" voice=""020_ダリル_A_D0067""",deepseek-v4-pro,control-placeholders,同样，我是达里尔·麦克马纳斯中尉。不过，现在我们俩都隶属于海军第三母舰。,「同样，\w我是达里尔·麦克马纳斯中尉。不过，现在我们俩都隶属于海军第三母舰。」,auto_fixed,修正对白/旁白引号；按JP恢复控制符序列,
26,opening_daily,?????,245,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,225,1,text,game_t00244,game_s00011,リリア,「第３母艦…\w…\wジョン・Ｆ・ケネディ！　ああ、\w助かった…\w…\w！」,242 リリア: 「…\w…\w第２６海兵戦術機甲群所属、\wリリア・シェルベリ少尉です。座ったまま失礼します」 || 243 ウィル: 「第３１８海兵戦術機隊、\w\nウィルバート・コリンズ少尉です」 || 244 ダリル: 「同じく、\wダリル・マクマナス中尉だ。今は二人とも海軍の第３母艦付きだけどね」,246 ???: 助かった、\wか…\w…\w。 || 247 ???: さすがは合衆国の正規母艦様、\w名前だけでこのリアクションだ。あれに拾われればそりゃ助かる…\w…\wと思うだろう。 || 248 ???: …\w…\wまあ、\wその考えは現状、\w半分しか当たってないんだけどな。,ジョン・Ｆ・ケネディ=>约翰·F·肯尼迪; ケネディ=>肯尼迪; リリア=>莉莉娅; 母艦=>母舰,ジョン・Ｆ・ケネディ:katakana_ship_or_codename; ケネディ:katakana_ship_or_codename; リリア:katakana_person; 母艦:ruby_term,no,"__line__=""22400"" speaker=""$game_s00011"" text=""$game_t00244"" voice=""010_リリア_A_L0010""",deepseek-v4-pro,control-placeholders,リリア「第３母艦…\w…\wジョン・Ｆ・ケネディ！　ああ、\w助かった…\w…\w！」,「第3母舰…\w…\w约翰·F·肯尼迪！　啊，\w得救了…\w…\w！」,auto_fixed,Codex按JP语义手动修正明显误译,
27,opening_daily,?????,246,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,226,1,text,game_t00245,,,助かった、\wか…\w…\w。,243 ウィル: 「第３１８海兵戦術機隊、\w\nウィルバート・コリンズ少尉です」 || 244 ダリル: 「同じく、\wダリル・マクマナス中尉だ。今は二人とも海軍の第３母艦付きだけどね」 || 245 リリア: 「第３母艦…\w…\wジョン・Ｆ・ケネディ！　ああ、\w助かった…\w…\w！」,247 ???: さすがは合衆国の正規母艦様、\w名前だけでこのリアクションだ。あれに拾われればそりゃ助かる…\w…\wと思うだろう。 || 248 ???: …\w…\wまあ、\wその考えは現状、\w半分しか当たってないんだけどな。 || 249 ダリル: 「そっちの第２６ってことは…\w…\wフィリピンからかい？　艦は？」,,,no,"__line__=""22460"" text=""$game_t00245""",deepseek-v4-pro,control-placeholders,"{
  ""text"": ""...助かった、\wか…\w…\w。"",
  ""controls"": [""CTRL1"", ""CTRL2"", ""CTRL3""]
}",得救了，\w吗…\w…\w。,auto_fixed,Codex按JP语义手动修正明显误译,
28,opening_daily,?????,247,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,227,1,text,game_t00246,,,さすがは合衆国の正規母艦様、\w名前だけでこのリアクションだ。あれに拾われればそりゃ助かる…\w…\wと思うだろう。,244 ダリル: 「同じく、\wダリル・マクマナス中尉だ。今は二人とも海軍の第３母艦付きだけどね」 || 245 リリア: 「第３母艦…\w…\wジョン・Ｆ・ケネディ！　ああ、\w助かった…\w…\w！」 || 246 ???: 助かった、\wか…\w…\w。,248 ???: …\w…\wまあ、\wその考えは現状、\w半分しか当たってないんだけどな。 || 249 ダリル: 「そっちの第２６ってことは…\w…\wフィリピンからかい？　艦は？」 || 250 リリア: 「あ…\w…\wそうだ、\wこんな話してる場合じゃ…\w…\w！」,合衆国=>合众国; 母艦=>母舰,合衆国:kanji_place_or_region; 母艦:ruby_term,no,"__line__=""22470"" text=""$game_t00246""",deepseek-v4-pro,control-placeholders,"{
  ""text"": ""さすがは合众国の正規母舰様、九段名前だけでこのリアクションだ。あれに拾われればそりゃ助かる……と思うだろう。""
}",不愧是合众国的正规母舰，\w只报个名字就有这种反应。被它捞到的话，当然会觉得得救了…\w…\w。,auto_fixed,Codex按JP语义手动修正明显误译,
29,opening_daily,?????,248,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,228,1,text,game_t00247,,,…\w…\wまあ、\wその考えは現状、\w半分しか当たってないんだけどな。,245 リリア: 「第３母艦…\w…\wジョン・Ｆ・ケネディ！　ああ、\w助かった…\w…\w！」 || 246 ???: 助かった、\wか…\w…\w。 || 247 ???: さすがは合衆国の正規母艦様、\w名前だけでこのリアクションだ。あれに拾われればそりゃ助かる…\w…\wと思うだろう。,249 ダリル: 「そっちの第２６ってことは…\w…\wフィリピンからかい？　艦は？」 || 250 リリア: 「あ…\w…\wそうだ、\wこんな話してる場合じゃ…\w…\w！」 || 251 ???: え…\w…\w？,,,no,"__line__=""22520"" text=""$game_t00247""",deepseek-v4-pro,control-placeholders,"{
  ""raw"": ""??? \w Big Mom????Big Mom???Big Mom???Big Mom???Big Mom???\n???\n???\n???…\w…\wまあ、\wその考えは現状、\w半分しか当たってないんだけどな。"",
  ""placeholders"": [""CTRL1"", ""CTRL2"", ""CTRL3"", ""CTRL4""],
  ""note"": ""値の補完には文脈が必要です。""
}",…\w…\w不过，\w这种想法就现状来说，\w只说中了一半。,auto_fixed,Codex按JP语义手动修正明显误译,
30,opening_daily,?????,249,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,229,1,text,game_t00248,game_s00005,ダリル,「そっちの第２６ってことは…\w…\wフィリピンからかい？　艦は？」,246 ???: 助かった、\wか…\w…\w。 || 247 ???: さすがは合衆国の正規母艦様、\w名前だけでこのリアクションだ。あれに拾われればそりゃ助かる…\w…\wと思うだろう。 || 248 ???: …\w…\wまあ、\wその考えは現状、\w半分しか当たってないんだけどな。,250 リリア: 「あ…\w…\wそうだ、\wこんな話してる場合じゃ…\w…\w！」 || 251 ???: え…\w…\w？ || 252 リリア: 「すみません、\w捜索隊の手配をお願いします…\w…\w！　他にも救命艇が脱出してるはずなんです！」,フィリピン=>菲律宾; ダリル=>达里尔,フィリピン:katakana_foreign_word; ダリル:katakana_person,no,"__line__=""22570"" speaker=""$game_s00005"" text=""$game_t00248"" voice=""020_ダリル_A_D0068""",deepseek-v4-pro,control-placeholders,达里尔：「你那边的第26是指……\w……\w从菲律宾来的？舰艇呢？」,「达里尔：「你那边的第26是指……\w……\w从菲律宾来的？舰艇呢？」」,auto_fixed,修正对白/旁白引号,
31,opening_daily,?????,250,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,230,1,text,game_t00249,game_s00011,リリア,「あ…\w…\wそうだ、\wこんな話してる場合じゃ…\w…\w！」,247 ???: さすがは合衆国の正規母艦様、\w名前だけでこのリアクションだ。あれに拾われればそりゃ助かる…\w…\wと思うだろう。 || 248 ???: …\w…\wまあ、\wその考えは現状、\w半分しか当たってないんだけどな。 || 249 ダリル: 「そっちの第２６ってことは…\w…\wフィリピンからかい？　艦は？」,251 ???: え…\w…\w？ || 252 リリア: 「すみません、\w捜索隊の手配をお願いします…\w…\w！　他にも救命艇が脱出してるはずなんです！」 || 253 ???: おいおい、\w本当に無茶する奴だな！　しかも急に…\w…\w。,リリア=>莉莉娅,リリア:katakana_person,no,"__line__=""22660"" speaker=""$game_s00011"" text=""$game_t00249"" voice=""010_リリア_A_L0011""",deepseek-v4-pro,control-placeholders,あ…ちょっと待って…そうだ、こんな話をしている場合じゃないかも…うん…！,「啊…\w…\w对了，\w现在也许不是说这种话的时候…\w…\w！」,auto_fixed,Codex按JP语义手动修正明显误译,
32,opening_daily,?????,251,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,231,1,text,game_t00250,,,え…\w…\w？,248 ???: …\w…\wまあ、\wその考えは現状、\w半分しか当たってないんだけどな。 || 249 ダリル: 「そっちの第２６ってことは…\w…\wフィリピンからかい？　艦は？」 || 250 リリア: 「あ…\w…\wそうだ、\wこんな話してる場合じゃ…\w…\w！」,252 リリア: 「すみません、\w捜索隊の手配をお願いします…\w…\w！　他にも救命艇が脱出してるはずなんです！」 || 253 ???: おいおい、\w本当に無茶する奴だな！　しかも急に…\w…\w。 || 254 ダリル: 「だから無理するなって言ってるだろう…\w…\w一体どうしたんだい！？」,,,no,"__line__=""22740"" text=""$game_t00250""",deepseek-v4-pro,control-placeholders,"お問い合わせいただきありがとうございます。  
いただいた文中の「\w」「\w」と「JSON」の関係について、できるだけわかりやすく説明しますね。

---

### 1. 「\w」「\w」は何か？
これらは**プレースホルダー（仮の値）**として使われている可能性が高いです。  
テンプレートエンジンや自動化ツール、設定ファイルなどで、あとから別の値に置き換えるための目印として「`[[ ... ]]`」という書き方をすることがあります。  
たとえば：
- `\w` → 実際には `Ctrl+C` のようなコントロールキーを表す文字列  
- `\w` → なんらかの制御コード（例：通信プロトコルで使うSTX, ETXなど）  

あるいは、まったく別の意味で、ユーザー定義の変数（コマンドID、アクション名など）を表しているかもしれません。

---

### 2. JSON の中でどう使うか？
JSON は「キーと値のペア」でデータを表現するので、`\w` は文字列の値としてそのまま格納できます。
たとえば、次のような JSON を考えられます。

```json
{
  ""actions"": [
    {
      ""name"": ""copy"",
      ""shortcut"": ""\w""
    },
    {
      ""name"": ""paste"",
      ""shortcut"": ""\w""
    }
  ],
  ""description"": ""ショートカットキーは環境に応じて置換されます""
}
```

ここでは `""\w""` が後で `""Ctrl+C""` になったり、`""Command+C""` になったりすることを想定しています。

---

### 3. 置き換えのイメージ
実際には、何らかのプログラムがこの JSON を読み込んで、以下のように変換して使うでしょう。

- **テンプレートエンジン**（例：Mustache, Jinja）を使う場合  
  テンプレート: `{ ""key"": ""\w"" }`  
  実際の値: `{ ""CTRL1"": ""Ctrl+C"" }` → 出力: `{ ""key"": ""Ctrl+C"" }`

- **単純な文字列置換**  
  JSON文字列内の `\w` を正規表現などで探して置き換える。

---

### 4. 「コントロールコード」としての可能性
もし `CTRL1` が通信制御文字（ASCIIコードの 0x01 など）を指しているなら、JSONには直接「制御文字」を含めることができないため、Unicodeエスケープシーケンス（`\u0001`）で表現する必要があります。

例：
```json
{
  ""startOfText"": ""\u0002"",
  ""endOfText"": ""\u0003""
}
```

この場合、`\w` という書き方ではなく、上記のようにエスケープされた文字列になります。

---

### 5. もしさらに詳しく知りたい場合
- どのようなシステム・ツールで使われているのか  
- `\w` は具体的にどんな値に置き換わる想定なのか（例：キーボードショートカット、制御信号、コマンドIDなど）  

といった追加情報があれば、もっとピンポイントでお手伝いできます。

お気軽に続けてご質問くださいね！",咦…\w…\w？,auto_fixed,Codex按JP语义手动修正明显误译,
